"","Dbase","Query","Bitscore","Distance"
"2701","GID3_seq123","GID3_seq123",923,0
"2702","GID3_seq124","GID1_seq142",929,0.508465608465609
"2703","GID3_seq124","GID2_seq172",26.3,0.982501663339987
"2704","GID3_seq124","GID2_seq87",877,0.533138142134682
"2705","GID3_seq124","GID2_seq98",26.9,0.979520365435858
"2706","GID3_seq124","GID3_seq124",1881,0
"2707","GID3_seq124","GID3_seq285",28.9,0.980157912804669
"2708","GID3_seq125","GID1_seq143",435,0.324009324009324
"2709","GID3_seq125","GID2_seq172",26.6,0.9699604743083
"2710","GID3_seq125","GID2_seq88",442,0.309914129586261
"2711","GID3_seq125","GID3_seq121",24.9,0.973650793650794
"2712","GID3_seq125","GID3_seq125",646,0
"2713","GID3_seq126","GID1_seq100",31.4,0.910413694721826
"2714","GID3_seq126","GID1_seq144",245,0.334239130434783
"2715","GID3_seq126","GID2_seq89",243,0.343243243243243
"2716","GID3_seq126","GID3_seq126",367,0
"2717","GID3_seq127","GID1_seq147",543,0.542351453855879
"2718","GID3_seq127","GID1_seq148",58.7,0.945973308789692
"2719","GID3_seq127","GID1_seq149",60.9,0.941216216216216
"2720","GID3_seq127","GID2_seq92",460,0.613445378151261
"2721","GID3_seq127","GID2_seq93",71.6,0.933426313342631
"2722","GID3_seq127","GID2_seq94",52.5,0.947916666666667
"2723","GID3_seq127","GID3_seq127",1180,0
"2724","GID3_seq127","GID3_seq129",76.1,0.928944911297853
"2725","GID3_seq127","GID3_seq130",28.9,0.967709497206704
"2726","GID3_seq127","GID3_seq420",29.4,0.969628099173554
"2727","GID3_seq128","GID1_seq147",74.5,0.932025547445255
"2728","GID3_seq128","GID1_seq148",420,0.578313253012048
"2729","GID3_seq128","GID1_seq149",63.8,0.932522474881015
"2730","GID3_seq128","GID2_seq36",25.2,0.969620253164557
"2731","GID3_seq128","GID2_seq92",60.4,0.945065939063211
"2732","GID3_seq128","GID2_seq93",393,0.601015228426396
"2733","GID3_seq128","GID2_seq94",79.8,0.913024523160763
"2734","GID3_seq128","GID3_seq127",59.5,0.945387792565397
"2735","GID3_seq128","GID3_seq128",999,0
"2736","GID3_seq128","GID3_seq129",60.1,0.938704742478327
"2737","GID3_seq129","GID1_seq147",53.6,0.950255220417633
"2738","GID3_seq129","GID1_seq148",59.3,0.939335038363171
"2739","GID3_seq129","GID1_seq149",318,0.656957928802589
"2740","GID3_seq129","GID2_seq92",69.7,0.935522664199815
"2741","GID3_seq129","GID2_seq93",58.7,0.939265390584584
"2742","GID3_seq129","GID2_seq94",259,0.711902113459399
"2743","GID3_seq129","GID3_seq129",962,0
"2744","GID3_seq13","GID1_seq13",653,0.380749170222854
"2745","GID3_seq13","GID2_seq12",383,0.630665380906461
"2746","GID3_seq13","GID3_seq13",1001,0
"2747","GID3_seq13","GID3_seq421",28,0.961485557083906
"2748","GID3_seq130","GID1_seq150",159,0.720807726075505
"2749","GID3_seq130","GID1_seq97",26.9,0.964013377926421
"2750","GID3_seq130","GID2_seq95",170,0.721082854799016
"2751","GID3_seq130","GID3_seq130",610,0
"2752","GID3_seq131","GID1_seq151",368,0.571345369831101
"2753","GID3_seq131","GID1_seq199",26.6,0.969565217391304
"2754","GID3_seq131","GID2_seq96",341,0.605324074074074
"2755","GID3_seq131","GID3_seq131",870,0
"2756","GID3_seq132","GID1_seq152",563,0.126454615981381
"2757","GID3_seq132","GID1_seq176",28.6,0.9428
"2758","GID3_seq132","GID1_seq230",25.2,0.9475
"2759","GID3_seq132","GID1_seq394",28,0.970619097586569
"2760","GID3_seq132","GID2_seq133",23.5,0.950474183350896
"2761","GID3_seq132","GID2_seq97",491,0.232212666145426
"2762","GID3_seq132","GID3_seq132",646,0
"2763","GID3_seq132","GID3_seq195",25.8,0.946193952033368
"2764","GID3_seq133","GID1_seq154",480,0.349593495934959
"2765","GID3_seq133","GID1_seq397",165,0.747899159663866
"2766","GID3_seq133","GID2_seq138",25.2,0.958381502890173
"2767","GID3_seq133","GID2_seq221",165,0.757709251101322
"2768","GID3_seq133","GID2_seq98",463,0.383898868928809
"2769","GID3_seq133","GID3_seq133",757,0
"2770","GID3_seq133","GID3_seq331",170,0.7633959638135
"2771","GID3_seq134","GID1_seq155",250,0.555160142348754
"2772","GID3_seq134","GID1_seq304",38.4,0.937712895377129
"2773","GID3_seq134","GID1_seq333",25.8,0.973978819969743
"2774","GID3_seq134","GID2_seq18",31.1,0.933688699360341
"2775","GID3_seq134","GID2_seq181",42.9,0.92949876746097
"2776","GID3_seq134","GID2_seq294",34.2,0.935834896810507
"2777","GID3_seq134","GID2_seq99",239,0.58578856152513
"2778","GID3_seq134","GID3_seq134",564,0
"2779","GID3_seq134","GID3_seq21",26.9,0.942582710779082
"2780","GID3_seq134","GID3_seq264",31.7,0.946901172529313
"2781","GID3_seq135","GID1_seq156",368,0.321658986175115
"2782","GID3_seq135","GID2_seq20",26.6,0.974834437086093
"2783","GID3_seq135","GID3_seq135",553,0
"2784","GID3_seq135","GID3_seq230",26.3,0.950517403574788
"2785","GID3_seq136","GID1_seq158",427,0.478632478632479
"2786","GID3_seq136","GID2_seq100",408,0.494110353378797
"2787","GID3_seq136","GID3_seq136",807,0
"2788","GID3_seq136","GID3_seq233",28.3,0.966666666666667
"2789","GID3_seq137","GID1_seq159",458,0.67757831749384
"2790","GID3_seq137","GID1_seq518",30.6,0.977598828696925
"2791","GID3_seq137","GID1_seq544",26.6,0.96961736150771
"2792","GID3_seq137","GID2_seq101",384,0.722443079147091
"2793","GID3_seq137","GID3_seq137",1431,0
"2794","GID3_seq138","GID1_seq14",25.8,0.969842197545295
"2795","GID3_seq138","GID1_seq152",25.5,0.96416022487702
"2796","GID3_seq138","GID1_seq160",577,0.230666666666667
"2797","GID3_seq138","GID2_seq102",566,0.273427471116816
"2798","GID3_seq138","GID3_seq138",780,0
"2799","GID3_seq139","GID1_seq161",1271,0.203384518959574
"2800","GID3_seq139","GID1_seq414",26.9,0.98609819121447
"2801","GID3_seq139","GID2_seq103",1174,0.255312400888043
"2802","GID3_seq139","GID2_seq114",28,0.982406534715677
"2803","GID3_seq139","GID3_seq139",1596,0
"2804","GID3_seq14","GID1_seq14",413,0.5493726132024
"2805","GID3_seq14","GID1_seq172",34.8,0.957535082367297
"2806","GID3_seq14","GID1_seq235",31.4,0.955681016231475
"2807","GID3_seq14","GID1_seq356",34.8,0.954420432220039
"2808","GID3_seq14","GID1_seq388",27.5,0.967986030267753
"2809","GID3_seq14","GID1_seq393",30.6,0.953282442748092
"2810","GID3_seq14","GID1_seq547",65.2,0.928154269972452
"2811","GID3_seq14","GID2_seq111",28,0.964978111319575
"2812","GID3_seq14","GID2_seq13",424,0.531750414135837
"2813","GID3_seq14","GID2_seq137",34.8,0.952164948453608
"2814","GID3_seq14","GID2_seq202",24.1,0.960491803278689
"2815","GID3_seq14","GID2_seq206",27.2,0.963367003367003
"2816","GID3_seq14","GID2_seq218",37.3,0.942966360856269
"2817","GID3_seq14","GID2_seq23",26.6,0.98594823032224
"2818","GID3_seq14","GID2_seq322",66,0.926788685524126
"2819","GID3_seq14","GID3_seq14",902,0
"2820","GID3_seq14","GID3_seq150",28,0.965978128797084
"2821","GID3_seq14","GID3_seq242",24.9,0.96053882725832
"2822","GID3_seq14","GID3_seq302",32.5,0.957321076822062
"2823","GID3_seq14","GID3_seq324",35.3,0.948088235294118
"2824","GID3_seq140","GID1_seq162",1172,0.300298507462687
"2825","GID3_seq140","GID2_seq104",1119,0.335313335313335
"2826","GID3_seq140","GID2_seq30",27.2,0.97658200602669
"2827","GID3_seq140","GID2_seq87",26.3,0.985311365540352
"2828","GID3_seq140","GID3_seq140",1705,0
"2829","GID3_seq141","GID1_seq163",133,0.738959764474975
"2830","GID3_seq141","GID2_seq105",93.3,0.806230529595016
"2831","GID3_seq141","GID2_seq166",23.5,0.953557312252964
"2832","GID3_seq141","GID2_seq172",25.2,0.969711538461538
"2833","GID3_seq141","GID3_seq141",539,0
"2834","GID3_seq142","GID1_seq164",284,0.3189448441247
"2835","GID3_seq142","GID1_seq83",32.3,0.912584573748308
"2836","GID3_seq142","GID2_seq106",243,0.410909090909091
"2837","GID3_seq142","GID2_seq179",24.4,0.958147512864494
"2838","GID3_seq142","GID3_seq142",420,0
"2839","GID3_seq143","GID1_seq165",214,0.479951397326853
"2840","GID3_seq143","GID1_seq206",25.2,0.95547703180212
"2841","GID3_seq143","GID1_seq266",24.9,0.933154362416107
"2842","GID3_seq143","GID1_seq504",24.1,0.947551686615887
"2843","GID3_seq143","GID2_seq107",229,0.493922651933702
"2844","GID3_seq143","GID2_seq215",24.9,0.944295302013423
"2845","GID3_seq143","GID3_seq143",464,0
"2846","GID3_seq144","GID1_seq166",100,0.715504978662873
"2847","GID3_seq144","GID1_seq231",42.7,0.888366013071895
"2848","GID3_seq144","GID2_seq108",35.6,0.894047619047619
"2849","GID3_seq144","GID2_seq134",42.1,0.873001508295626
"2850","GID3_seq144","GID3_seq144",380,0
"2851","GID3_seq144","GID3_seq196",48.9,0.873479948253558
"2852","GID3_seq144","GID3_seq321",24.9,0.975297619047619
"2853","GID3_seq144","GID3_seq344",24.7,0.981463414634146
"2854","GID3_seq144","GID3_seq445",24.7,0.966279863481229
"2855","GID3_seq145","GID1_seq167",390,0.349457881567973
"2856","GID3_seq145","GID1_seq488",24.7,0.953874883286648
"2857","GID3_seq145","GID2_seq109",359,0.396131202691337
"2858","GID3_seq145","GID3_seq145",599,0
"2859","GID3_seq146","GID1_seq168",159,0.27891156462585
"2860","GID3_seq146","GID2_seq10",24.9,0.973454157782516
"2861","GID3_seq146","GID2_seq110",153,0.310810810810811
"2862","GID3_seq146","GID2_seq75",22.1,0.943114543114543
"2863","GID3_seq146","GID3_seq146",222,0
"2864","GID3_seq146","GID3_seq432",22.7,0.958914027149321
"2865","GID3_seq147","GID1_seq169",314,0.308370044052863
"2866","GID3_seq147","GID1_seq222",26.9,0.966728509585652
"2867","GID3_seq147","GID1_seq424",24.4,0.953656220322887
"2868","GID3_seq147","GID1_seq520",24.9,0.940072202166065
"2869","GID3_seq147","GID2_seq132",31.7,0.933051742344245
"2870","GID3_seq147","GID3_seq147",453,0
"2871","GID3_seq147","GID3_seq194",38.2,0.920746887966805
"2872","GID3_seq147","GID3_seq281",23,0.931649331352155
"2873","GID3_seq147","GID3_seq440",26.6,0.931882202304738
"2874","GID3_seq148","GID1_seq170",277,0.342042755344418
"2875","GID3_seq148","GID3_seq148",424,0
"2876","GID3_seq149","GID1_seq171",173,0.548302872062663
"2877","GID3_seq149","GID3_seq149",397,0
"2878","GID3_seq149","GID3_seq237",25.2,0.933067729083665
"2879","GID3_seq149","GID3_seq240",25.5,0.977262594739189
"2880","GID3_seq15","GID2_seq322",25.5,0.962081784386617
"2881","GID3_seq15","GID2_seq68",24.7,0.956628621597893
"2882","GID3_seq15","GID3_seq15",444,0
"2883","GID3_seq150","GID1_seq161",26.1,0.977682770414707
"2884","GID3_seq150","GID1_seq172",349,0.528696826468602
"2885","GID3_seq150","GID1_seq235",29.2,0.953613979348689
"2886","GID3_seq150","GID1_seq27",27.5,0.960231381055676
"2887","GID3_seq150","GID1_seq356",51.4,0.92490869247626
"2888","GID3_seq150","GID1_seq547",31.7,0.96173808086904
"2889","GID3_seq150","GID1_seq97",31.1,0.961817065684469
"2890","GID3_seq150","GID2_seq111",307,0.573907009021513
"2891","GID3_seq150","GID2_seq13",27.5,0.966727162734422
"2892","GID3_seq150","GID2_seq206",57.3,0.913639788997739
"2893","GID3_seq150","GID2_seq218",26.1,0.954608695652174
"2894","GID3_seq150","GID2_seq322",32.5,0.96048632218845
"2895","GID3_seq150","GID2_seq60",24.7,0.969335816263191
"2896","GID3_seq150","GID3_seq150",744,0
"2897","GID3_seq150","GID3_seq171",28,0.965832824893228
"2898","GID3_seq150","GID3_seq200",26.1,0.960213414634146
"2899","GID3_seq150","GID3_seq302",60.7,0.911062271062271
"2900","GID3_seq150","GID3_seq324",26.9,0.955241264559068
"2901","GID3_seq150","GID3_seq464",29.7,0.963956310679612
"2902","GID3_seq151","GID1_seq173",639,0.27427597955707
"2903","GID3_seq151","GID1_seq374",26.6,0.958791634391944
"2904","GID3_seq151","GID1_seq59",30.8,0.958378378378378
"2905","GID3_seq151","GID2_seq112",609,0.306378132118451
"2906","GID3_seq151","GID2_seq98",27.2,0.966543665436654
"2907","GID3_seq151","GID3_seq151",880,0
"2908","GID3_seq151","GID3_seq416",32,0.944732297063903
"2909","GID3_seq152","GID1_seq153",25.5,0.956962025316456
"2910","GID3_seq152","GID1_seq174",426,0.322734499205087
"2911","GID3_seq152","GID1_seq25",28,0.963963963963964
"2912","GID3_seq152","GID2_seq113",408,0.352380952380952
"2913","GID3_seq152","GID3_seq152",634,0
"2914","GID3_seq153","GID1_seq14",26.6,0.97956204379562
"2915","GID3_seq153","GID1_seq175",841,0.4910741301059
"2916","GID3_seq153","GID1_seq215",34.2,0.968333333333333
"2917","GID3_seq153","GID1_seq377",26.9,0.980386438206343
"2918","GID3_seq153","GID2_seq114",787,0.517029763731206
"2919","GID3_seq153","GID3_seq153",1672,0
"2920","GID3_seq154","GID1_seq179",231,0.261980830670926
"2921","GID3_seq154","GID1_seq302",25.5,0.940835266821346
"2922","GID3_seq154","GID1_seq331",23.5,0.958844133099825
"2923","GID3_seq154","GID2_seq115",181,0.397670549084859
"2924","GID3_seq154","GID2_seq83",25.5,0.934782608695652
"2925","GID3_seq154","GID3_seq154",312,0
"2926","GID3_seq155","GID1_seq165",25.8,0.943358946212953
"2927","GID3_seq155","GID1_seq180",284,0.482695810564663
"2928","GID3_seq155","GID1_seq547",25.2,0.965597269624573
"2929","GID3_seq155","GID2_seq107",24.9,0.949848942598187
"2930","GID3_seq155","GID2_seq116",277,0.506238859180036
"2931","GID3_seq155","GID2_seq29",24.7,0.946128680479826
"2932","GID3_seq155","GID3_seq155",552,0
"2933","GID3_seq155","GID3_seq413",28,0.960368011323425
"2934","GID3_seq156","GID3_seq156",1484,0
"2935","GID3_seq157","GID1_seq181",1084,0.38739756993501
"2936","GID3_seq157","GID2_seq117",920,0.47187141216992
"2937","GID3_seq157","GID2_seq254",26.6,0.975663311985361
"2938","GID3_seq157","GID3_seq157",1763,0
"2939","GID3_seq158","GID1_seq184",524,0.271210013908206
"2940","GID3_seq158","GID3_seq158",722,0
"2941","GID3_seq159","GID1_seq185",1355,0.270131968758416
"2942","GID3_seq159","GID1_seq25",28.9,0.97915614857555
"2943","GID3_seq159","GID1_seq386",26.6,0.975472568003688
"2944","GID3_seq159","GID1_seq80",39.6,0.975623268698061
"2945","GID3_seq159","GID2_seq118",1295,0.303388918773534
"2946","GID3_seq159","GID2_seq45",36.8,0.977360812057828
"2947","GID3_seq159","GID3_seq159",1853,0
"2948","GID3_seq159","GID3_seq70",48,0.970406905055487
"2949","GID3_seq159","GID3_seq78",27.5,0.978772674642995
"2950","GID3_seq16","GID1_seq15",167,0.123359580052493
"2951","GID3_seq16","GID2_seq14",167,0.118733509234829
"2952","GID3_seq16","GID2_seq61",21.6,0.928
"2953","GID3_seq16","GID3_seq16",190,0
"2954","GID3_seq160","GID1_seq186",371,0.54478527607362
"2955","GID3_seq160","GID1_seq280",111,0.860727728983689
"2956","GID3_seq160","GID2_seq119",340,0.579207920792079
"2957","GID3_seq160","GID2_seq162",123,0.841494845360825
"2958","GID3_seq160","GID3_seq160",808,0
"2959","GID3_seq161","GID1_seq187",518,0.447466666666667
"2960","GID3_seq161","GID1_seq290",35.6,0.954678548695099
"2961","GID3_seq161","GID1_seq297",26.1,0.972769953051643
"2962","GID3_seq161","GID1_seq400",26.1,0.963394109396914
"2963","GID3_seq161","GID1_seq540",26.1,0.972869022869023
"2964","GID3_seq161","GID2_seq1",31.7,0.971402796571944
"2965","GID3_seq161","GID2_seq113",25.2,0.967857142857143
"2966","GID3_seq161","GID2_seq120",531,0.446009389671362
"2967","GID3_seq161","GID2_seq123",24.7,0.95944170771757
"2968","GID3_seq161","GID2_seq170",38.4,0.95211970074813
"2969","GID3_seq161","GID3_seq161",942,0
"2970","GID3_seq161","GID3_seq251",36.5,0.954798761609907
"2971","GID3_seq161","GID3_seq84",24.9,0.962752430815258
"2972","GID3_seq162","GID1_seq190",163,0.645652173913043
"2973","GID3_seq162","GID1_seq488",31.4,0.935721596724667
"2974","GID3_seq162","GID3_seq162",505,0
"2975","GID3_seq162","GID3_seq407",32.3,0.934944612286002
"2976","GID3_seq162","GID3_seq464",25.2,0.964229950319375
"2977","GID3_seq163","GID1_seq192",514,0.295890410958904
"2978","GID3_seq163","GID2_seq293",26.6,0.964343163538874
"2979","GID3_seq163","GID3_seq163",735,0
"2980","GID3_seq164","GID1_seq137",25.8,0.975966464834653
"2981","GID3_seq164","GID1_seq193",464,0.447290053603335
"2982","GID3_seq164","GID1_seq332",26.9,0.964558629776021
"2983","GID3_seq164","GID2_seq96",25.5,0.9701230228471
"2984","GID3_seq164","GID3_seq124",25.8,0.981098901098901
"2985","GID3_seq164","GID3_seq164",849,0
"2986","GID3_seq164","GID3_seq436",25.8,0.974135338345865
"2987","GID3_seq164","GID3_seq462",25.8,0.972640509013786
"2988","GID3_seq165","GID1_seq129",26.1,0.981830838844413
"2989","GID3_seq165","GID1_seq194",333,0.4672
"2990","GID3_seq165","GID1_seq516",24.9,0.971029668411867
"2991","GID3_seq165","GID2_seq294",27.5,0.951541850220264
"2992","GID3_seq165","GID2_seq302",24.1,0.968247694334651
"2993","GID3_seq165","GID2_seq67",23.3,0.945497076023392
"2994","GID3_seq165","GID2_seq76",28.6,0.979446640316206
"2995","GID3_seq165","GID3_seq165",633,0
"2996","GID3_seq166","GID1_seq195",394,0.550741163055872
"2997","GID3_seq166","GID1_seq196",90.5,0.845563139931741
"2998","GID3_seq166","GID1_seq199",69.1,0.92605671482076
"2999","GID3_seq166","GID1_seq202",31.1,0.959478827361564
"3000","GID3_seq166","GID1_seq517",30.6,0.965028571428571
"3001","GID3_seq166","GID2_seq191",29.7,0.979003181336161
"3002","GID3_seq166","GID2_seq77",28.3,0.967712492869367
"3003","GID3_seq166","GID3_seq166",991,0
"3004","GID3_seq166","GID3_seq169",56.4,0.940443505807814
"3005","GID3_seq166","GID3_seq178",25.5,0.973629782833506
"3006","GID3_seq166","GID3_seq437",27.2,0.969438202247191
"3007","GID3_seq167","GID1_seq197",345,0.506437768240343
"3008","GID3_seq167","GID2_seq183",25.5,0.964335664335664
"3009","GID3_seq167","GID3_seq167",711,0
"3010","GID3_seq168","GID1_seq197",26.1,0.961674008810573
"3011","GID3_seq168","GID1_seq198",404,0.373157486423584
"3012","GID3_seq168","GID3_seq168",675,0
"3013","GID3_seq168","GID3_seq327",24.9,0.959213759213759
"3014","GID3_seq168","GID3_seq330",28.9,0.966119577960141
"3015","GID3_seq169","GID1_seq195",50.8,0.939015606242497
"3016","GID3_seq169","GID1_seq199",437,0.509264458169568
"3017","GID3_seq169","GID1_seq201",26.9,0.957335448057098
"3018","GID3_seq169","GID1_seq202",30,0.958534899792674
"3019","GID3_seq169","GID1_seq204",37.6,0.956202679091439
"3020","GID3_seq169","GID2_seq47",24.7,0.967132401862941
"3021","GID3_seq169","GID2_seq96",27.2,0.969108461101647
"3022","GID3_seq169","GID3_seq169",903,0
"3023","GID3_seq169","GID3_seq171",55.6,0.938153503893215
"3024","GID3_seq169","GID3_seq172",36.8,0.960975609756098
"3025","GID3_seq17","GID1_seq16",1009,0.0696173351775011
"3026","GID3_seq17","GID2_seq15",987,0.0907415937356058
"3027","GID3_seq17","GID3_seq17",1086,0
"3028","GID3_seq170","GID1_seq200",267,0.495750708215297
"3029","GID3_seq170","GID2_seq32",24.7,0.965088339222615
"3030","GID3_seq170","GID3_seq170",606,0
"3031","GID3_seq170","GID3_seq202",25.2,0.957504215851602
"3032","GID3_seq171","GID1_seq195",32,0.961399276236429
"3033","GID3_seq171","GID1_seq199",51.1,0.942357586012408
"3034","GID3_seq171","GID1_seq201",160,0.744612928970471
"3035","GID3_seq171","GID1_seq202",255,0.645587213342599
"3036","GID3_seq171","GID1_seq204",60.1,0.929666471620831
"3037","GID3_seq171","GID3_seq166",30.8,0.967338282078473
"3038","GID3_seq171","GID3_seq171",895,0
"3039","GID3_seq172","GID1_seq151",38.2,0.958251366120219
"3040","GID3_seq172","GID1_seq195",27.5,0.968499427262314
"3041","GID3_seq172","GID1_seq199",39.6,0.957442235357335
"3042","GID3_seq172","GID1_seq203",104,0.81991341991342
"3043","GID3_seq172","GID1_seq204",302,0.663884251530328
"3044","GID3_seq172","GID1_seq351",26.3,0.962642045454545
"3045","GID3_seq172","GID2_seq141",25.5,0.973478939157566
"3046","GID3_seq172","GID2_seq159",26.1,0.961102831594635
"3047","GID3_seq172","GID2_seq24",25.8,0.986076632487857
"3048","GID3_seq172","GID2_seq47",25.8,0.967403663929248
"3049","GID3_seq172","GID2_seq92",27.5,0.974805313788365
"3050","GID3_seq172","GID2_seq96",25.8,0.97197175448126
"3051","GID3_seq172","GID3_seq131",26.3,0.971613599568268
"3052","GID3_seq172","GID3_seq171",42.4,0.954845580404686
"3053","GID3_seq172","GID3_seq172",983,0
"3054","GID3_seq172","GID3_seq267",25.5,0.959555908009516
"3055","GID3_seq172","GID3_seq438",25.8,0.977278731836196
"3056","GID3_seq173","GID1_seq205",586,0.480956598759965
"3057","GID3_seq173","GID1_seq440",26.3,0.977936241610738
"3058","GID3_seq173","GID1_seq490",27.2,0.97559443696725
"3059","GID3_seq173","GID2_seq100",28.6,0.970560988162635
"3060","GID3_seq173","GID3_seq173",1137,0
"3061","GID3_seq174","GID1_seq206",354,0.474387527839644
"3062","GID3_seq174","GID1_seq520",24.7,0.953263954588458
"3063","GID3_seq174","GID2_seq122",320,0.503875968992248
"3064","GID3_seq174","GID3_seq174",679,0
"3065","GID3_seq175","GID1_seq207",188,0.408805031446541
"3066","GID3_seq175","GID2_seq123",121,0.592592592592593
"3067","GID3_seq175","GID2_seq219",24.9,0.96846105129829
"3068","GID3_seq175","GID2_seq257",23.3,0.960541913632515
"3069","GID3_seq175","GID3_seq175",318,0
"3070","GID3_seq176","GID1_seq208",915,0.212564543889845
"3071","GID3_seq176","GID1_seq494",25.5,0.963571428571429
"3072","GID3_seq176","GID2_seq124",816,0.276916260522818
"3073","GID3_seq176","GID2_seq134",26.6,0.962587904360056
"3074","GID3_seq176","GID2_seq187",26.6,0.968181818181818
"3075","GID3_seq176","GID2_seq20",26.1,0.980666666666667
"3076","GID3_seq176","GID3_seq176",1139,0
"3077","GID3_seq176","GID3_seq411",26.1,0.968872987477639
"3078","GID3_seq177","GID1_seq209",287,0.558121632024634
"3079","GID3_seq177","GID1_seq510",26.1,0.9758109360519
"3080","GID3_seq177","GID2_seq163",24.4,0.957858376511226
"3081","GID3_seq177","GID3_seq177",688,0
"3082","GID3_seq178","GID1_seq210",507,0.470496083550914
"3083","GID3_seq178","GID1_seq302",27.2,0.963563295378433
"3084","GID3_seq178","GID1_seq335",25.5,0.967762326169406
"3085","GID3_seq178","GID1_seq368",25.5,0.964008468595625
"3086","GID3_seq178","GID2_seq233",25.8,0.959937888198758
"3087","GID3_seq178","GID2_seq308",25.2,0.960501567398119
"3088","GID3_seq178","GID3_seq178",943,0
"3089","GID3_seq178","GID3_seq456",26.9,0.976537287396424
"3090","GID3_seq179","GID1_seq211",365,0.348214285714286
"3091","GID3_seq179","GID1_seq25",29.2,0.96059379217274
"3092","GID3_seq179","GID2_seq125",362,0.353571428571429
"3093","GID3_seq179","GID2_seq202",23.8,0.945909090909091
"3094","GID3_seq179","GID3_seq179",562,0
"3095","GID3_seq18","GID1_seq17",387,0.433382137628111
"3096","GID3_seq18","GID1_seq262",28.3,0.960196905766526
"3097","GID3_seq18","GID2_seq17",26.6,0.953086419753086
"3098","GID3_seq18","GID3_seq18",688,0
"3099","GID3_seq180","GID1_seq212",341,0.369102682701203
"3100","GID3_seq180","GID1_seq466",25.5,0.950097847358121
"3101","GID3_seq180","GID2_seq126",327,0.396678966789668
"3102","GID3_seq180","GID3_seq180",549,0
"3103","GID3_seq181","GID1_seq213",392,0.200815494393476
"3104","GID3_seq181","GID1_seq282",28.3,0.949822695035461
"3105","GID3_seq181","GID1_seq78",29.4,0.952618855761483
"3106","GID3_seq181","GID2_seq127",345,0.278996865203762
"3107","GID3_seq181","GID2_seq179",24.7,0.95944170771757
"3108","GID3_seq181","GID3_seq181",472,0
"3109","GID3_seq181","GID3_seq241",25.2,0.960346184107002
"3110","GID3_seq182","GID1_seq214",245,0.550045913682277
"3111","GID3_seq182","GID1_seq438",25.8,0.96015444015444
"3112","GID3_seq182","GID2_seq128",228,0.578558225508318
"3113","GID3_seq182","GID2_seq75",28.6,0.948188405797101
"3114","GID3_seq182","GID3_seq182",549,0
"3115","GID3_seq182","GID3_seq343",26.3,0.980225563909774
"3116","GID3_seq183","GID1_seq175",31.4,0.969980879541109
"3117","GID3_seq183","GID1_seq215",306,0.353748680042239
"3118","GID3_seq183","GID1_seq541",31.7,0.962858816637375
"3119","GID3_seq183","GID2_seq114",36.8,0.964027370478983
"3120","GID3_seq183","GID2_seq317",30,0.965537047673751
"3121","GID3_seq183","GID3_seq153",36.2,0.966025340215861
"3122","GID3_seq183","GID3_seq183",459,0
"3123","GID3_seq183","GID3_seq458",28.3,0.967302137492779
"3124","GID3_seq184","GID1_seq216",170,0.538670284938942
"3125","GID3_seq184","GID1_seq343",25.5,0.971760797342193
"3126","GID3_seq184","GID2_seq129",149,0.595658073270014
"3127","GID3_seq184","GID3_seq184",363,0
"3128","GID3_seq185","GID1_seq218",275,0.448345035105316
"3129","GID3_seq185","GID2_seq224",25.2,0.964507042253521
"3130","GID3_seq185","GID3_seq185",511,0
"3131","GID3_seq186","GID1_seq220",124,0.594771241830065
"3132","GID3_seq186","GID1_seq44",23.8,0.961736334405145
"3133","GID3_seq186","GID1_seq472",23.5,0.935261707988981
"3134","GID3_seq186","GID2_seq316",23,0.965439519158527
"3135","GID3_seq186","GID3_seq186",308,0
"3136","GID3_seq186","GID3_seq198",23.8,0.925856697819315
"3137","GID3_seq186","GID3_seq324",24.7,0.935509138381201
"3138","GID3_seq187","GID1_seq221",1218,0.469049694856146
"3139","GID3_seq187","GID2_seq130",1098,0.522193211488251
"3140","GID3_seq187","GID3_seq187",2202,0
"3141","GID3_seq187","GID3_seq204",27.2,0.981677332435163
"3142","GID3_seq188","GID1_seq111",45.8,0.963491430848944
"3143","GID3_seq188","GID1_seq222",596,0.492333901192504
"3144","GID3_seq188","GID1_seq264",28.6,0.972178988326848
"3145","GID3_seq188","GID1_seq289",37.6,0.963082965144821
"3146","GID3_seq188","GID2_seq131",285,0.712846347607053
"3147","GID3_seq188","GID2_seq169",37,0.963831867057674
"3148","GID3_seq188","GID2_seq20",27.2,0.980182149362477
"3149","GID3_seq188","GID2_seq222",25.5,0.976701690269529
"3150","GID3_seq188","GID2_seq65",53.4,0.957433240334795
"3151","GID3_seq188","GID3_seq188",1184,0
"3152","GID3_seq188","GID3_seq250",33.4,0.967992333493052
"3153","GID3_seq189","GID1_seq223",295,0.611842105263158
"3154","GID3_seq189","GID2_seq132",25.5,0.958904109589041
"3155","GID3_seq189","GID3_seq189",747,0
"3156","GID3_seq19","GID1_seq18",185,0.518229166666667
"3157","GID3_seq19","GID1_seq306",24.9,0.962780269058296
"3158","GID3_seq19","GID1_seq528",25.5,0.947150259067358
"3159","GID3_seq19","GID2_seq16",175,0.548969072164949
"3160","GID3_seq19","GID2_seq218",24.7,0.937547408343869
"3161","GID3_seq19","GID2_seq79",24.7,0.978247468075738
"3162","GID3_seq19","GID3_seq19",385,0
"3163","GID3_seq19","GID3_seq76",27.8,0.956392156862745
